original_index,Sentence,LLM_label(0/1/2),LLM三分类标签,bert_prediction,BERT三分类预测,情绪类型,隐含情绪,is_correct
23705,不过我见过很多明明高中大学那会都比我优秀的家伙，工作后反而生活在水深火热里,1,负面,0,中性,隐含情绪,自卑,0
9763,回复：也说危险危险什么的,1,负面,0,中性,显性情绪,,0
47554,苦命chem人,0,中性,0,中性,中性,中性,0
9771,不知道有他们说的那么乱没有笑死真的醉了,1,负面,0,中性,显性情绪,,0
11192,试着把那份想要温暖别人的热情，先留给自己,1,负面,0,中性,显性情绪,,0
5597,回复：是的，上午十二点十分下课,1,负面,0,中性,显性情绪,,0
50002,我们指责的偏心是两个人付出相同，甚至不被偏心的付出更多,0,中性,1,负面,中性,中性,0
23914,你们晚上上厕所会被老师罚款吗，我们当时高中熄灯后上厕所被抓到了就扣分还会跟班主任说感觉很神经病[完啦R],1,负面,0,中性,隐含情绪,委屈,1
25637,爸妈吵架后：欧包降价❗新店福利直接拉满❗️,1,负面,1,负面,隐含情绪,焦虑,0
18870,回复：不知道你朋友是不是这个样子的，反正我就是对方真的做了几次我无法理解的事，且我在第一次第二次第三次与她尝试沟通的情况下，我在表达我的诉求的时候他可能认为我在pua她，指责他，或者是不在意，然后我在心里给自己设了一个阈值，超出这个阈值我就直接断舍离，如果你已经反思了自己且已经找她再次沟通，要是体面一点还回你证明只是想关系降级不想撕破脸，要是一点不回你也别难过，这个东西就是有近有散，你会找到更适合你的人跟你一起玩，我觉得只要人不坏她肯定还是会祝福你的,1,负面,0,中性,显性情绪,,1
5336,尊重个体差异性,1,负面,1,负面,显性情绪,,0
14404,杨元松老师将这些日记整理出版，让我们有机会走进这些孩子的内心世界，感受他们的喜怒哀乐,1,负面,0,中性,显性情绪,,0
11958,回复：我30了还被打,1,负面,0,中性,显性情绪,,1
41875,回复：你住哪儿呀,0,中性,0,中性,中性,中性,1
50219,还有就1饼干的,0,中性,0,中性,中性,中性,1
30218,学文科到底有什么用,0,中性,0,中性,中性,中性,0
17151,哎#颓废的人生赞歌#难绷的生活#高三精神状态#我有一点小情绪,1,负面,0,中性,显性情绪,,1
68153,谁拿了1k啊,0,中性,0,中性,中性,中性,1
25627,只是这世界并不是人心思维都一样，不是所有的孩子都是能共情父母，所以也不会所有的父母都共情孩子,1,负面,0,中性,隐含情绪,委屈,0
25114,对，我觉得是因为父母不会处理自己的情感,1,负面,0,中性,隐含情绪,委屈,1
64847,可能你是一个特别好的老师吧,0,中性,0,中性,中性,中性,0
73225,回复：好庆幸读了语言班,0,中性,0,中性,中性,中性,0
16541,当面跑过来恶心你，一次又一次的怎么办,1,负面,1,负面,显性情绪,,1
4930,回复：点了，这样跑真的很难受,1,负面,0,中性,显性情绪,,1
35175,一定要在考试成绩出来前发,0,中性,0,中性,中性,中性,1
5896,^ ^,1,负面,0,中性,显性情绪,,0
4993,哈哈每次跑黄色的线的时候都自我催眠，如果这都坚持不了那将来还能做成什么，一直重复，就会转移注意力了,1,负面,0,中性,显性情绪,,0
748,好啦至少这次牢精给大家放了6天,1,负面,0,中性,显性情绪,,1
68711,第三次沟通选择在她被另一个朋友伤到的时候将心比心肯定她受伤的情绪，以及说明我其实也有过这样的情绪还有我是怎么排解的,0,中性,0,中性,中性,中性,1
23442,但这并不妨碍你的持续努力,2,正面,2,正面,隐含情绪,正面,1
53551,其实在马来西亚的市场丟价的现象也越来越严重了,0,中性,0,中性,中性,中性,0
19381,回复：根据我的观察，他们人际关系也不好,1,负面,0,中性,显性情绪,,0
2436,咱俩同命，昨天都崩溃了，晚上失眠,1,负面,1,负面,显性情绪,,1
26999,敏感可以，但别人不是你父母，不是全世界都得包容你的敏感的……,1,负面,0,中性,隐含情绪,委屈,1
42139,回复：对的 还不是很甜,0,中性,0,中性,中性,中性,1
25411,我知道不该自己贬低自己，但是就是会忍不住，一直在想是我不够好，分班之后也不愿意再和别人社交，只有之前那几个好朋友,1,负面,0,中性,隐含情绪,焦虑,1
7513,有的很焦虑的家长真的会发很模糊但是很宏大的诉求 比如我课前发消息确认这个讲义可不可以 家长根本不看 只是一味地复习、巩固、提分，假大空词汇输出中.....当然我也很能理解这种心情，这时候就顺着他说点这种没味的屁话，给家长点情绪价值就好了,1,负面,1,负面,显性情绪,,1
51647,真的很不错，虽然拜托了老板帮我找机器，但是自己也忍不住天天去各种平台找，找到了之后还老是打扰老板，老板也很耐心的给我解答很多时候回复的还很快，顺便还会给我讲一些iPad的知识 很不错，很不错超级好评,0,中性,0,中性,中性,中性,0
35636,要看目标院校是否要求哈,0,中性,0,中性,中性,中性,1
44133,買了，根本沒用,0,中性,1,负面,中性,中性,0
24198,你要是想考80多分儿、85以上，那你都得冲着一百分儿复习，就是你这卷子什么都会，咣咣咣都写出来了,2,正面,2,正面,隐含情绪,正面,0
22144,贵阳勒每天要遭笑死,1,负面,0,中性,隐含情绪,愤怒,0
19832,回复：找朋友呀 没事闲聊打打电话,1,负面,0,中性,显性情绪,,0
26823,我就是从幼儿园到大一一直被也不能说孤立吧 大家都不太愿意和我玩,1,负面,0,中性,隐含情绪,委屈,1
4307,高考没考好不可怕，可怕的是你从此失去了做所有事情的勇气,1,负面,1,负面,显性情绪,,0
18848,我是那种会断崖式和别人绝交的人，但都是有原因的，至于为什么会选择这样的方式，是不愿意和对方起冲突，也不愿意解释原因，因为说完自己care的点后，对方也会解释或者不理解，既然已经做好准备断联了，就想平静退场，不想再因为这个问题点反复交谈了，说白了就是说都懒得说，我已经准备放弃你了，要么就是我发现和这个人三观不合了，要么就是你算计我被我发现了…,1,负面,2,正面,显性情绪,,1
33817,回复：是的，广东招到1w1 624排位9k,0,中性,1,负面,中性,中性,1
10605,回复：那你骂他,1,负面,1,负面,显性情绪,,0
45342,你跑这么远上学怎么也得不到人文关怀,0,中性,1,负面,中性,中性,0
64726,后面对眼睛好点，只要前面人不挡着黑板,0,中性,0,中性,中性,中性,1
23194,我父母从来不管我的学习，我一直觉得这是件好事,1,负面,0,中性,隐含情绪,委屈,0
27202,初中放学怎么早嘛,0,中性,1,负面,中性,中性,1
6693,回复：真是随机吓到一个外地人的程度 感觉这种在我ip一个月800够了,1,负面,1,负面,显性情绪,,1
18183,回复：我们初中，有的学校五六年级就开始分了,1,负面,0,中性,显性情绪,,0
73360,8年也一样，这会想再找个兼职[扶额R],0,中性,0,中性,中性,中性,1
52165,没送礼物呢,0,中性,0,中性,中性,中性,1
24425,也有点偏科,1,负面,1,负面,隐含情绪,焦虑,1
24136,家长不辅导，老师负责让孩子过，老师用什么方法负责，家长也别管别投诉就好了,1,负面,0,中性,隐含情绪,焦虑,1
32687,好好生活,0,中性,0,中性,中性,中性,1
57256,所以还是那句话，想清楚不要是看段文字刷几个短视频就拍拍脑门觉得这样生活真不错我就这样活了,0,中性,2,正面,中性,中性,1
63923,认真的说,0,中性,0,中性,中性,中性,1
37159,回复：好像是真的,0,中性,0,中性,中性,中性,1
66607,我有点不懂啦 校服不是最基础的么 学生上学不穿校服穿什么,0,中性,0,中性,中性,中性,1
59506,你是个聪明人，真的,0,中性,0,中性,中性,中性,1
4431,回复：去倒是能去外地211但是可能招北京的就一个,1,负面,0,中性,显性情绪,,1
35557,美本转学保录有吗,0,中性,2,正面,中性,中性,1
32043,Chain validation failed? 怎么突然有了这个提示[抽泣R][抽泣R]昨天还好好的啊[抽泣R]现在登陆也登陆不上[抽泣R][抽泣R],0,中性,2,正面,中性,中性,0
12168,回复：正在蓄力中,1,负面,0,中性,显性情绪,,0
9826,回复：抱抱你(っ´ω`c)♡,1,负面,0,中性,显性情绪,,0
8941,回复：那你俩更有趣呀,1,负面,0,中性,显性情绪,,0
6776,愿你们带着勇气和梦想， 奔赴更广阔的未来🌷 #毕业礼物#毕业礼物推荐#送学生的礼物#学生礼物#毕业礼物送同学#学生礼物#学生礼物推荐#学生奖品#如何奖励学生#奖励学生,1,负面,1,负面,显性情绪,,0
70333,如果说就是背地里一直说我丑+性格奇怪然后带着他们一圈人孤立我对我态度奇怪的话算霸凌吗,0,中性,1,负面,中性,中性,0
44367,这个床的尺寸不是很好买,0,中性,0,中性,中性,中性,1
9278,回复：袁本初我看你也是风韵犹存（bushi）,1,负面,0,中性,显性情绪,,0
19203,回复：好的好的，我看什么时候真的要和她们好好说了，不然感觉真的不好在寝室呆下去呢，谢谢你,1,负面,1,负面,显性情绪,,1
45007,#红薯地经验指南#思辩少年商学院#思辩少年创业营#义乌研学#财商研学#财商教育#暑假研学#小小创业家#引导式教学#成长,0,中性,0,中性,中性,中性,1
62308,人都只活一次，别因为这些不值得的人浪费自己一辈子去为他们苦恼,0,中性,1,负面,中性,中性,1
7818,回复：您好，很抱歉,1,负面,0,中性,显性情绪,,1
22062,室友都是好宝宝，但是好人不能解决需要独处的问题,2,正面,0,中性,隐含情绪,正面,1
25779,回复：学会做一个精致的利己主义者之前上小学的时候被老师说清北的很多利己主义者，不要学他们现在终于意识到他们有多么的正确,1,负面,0,中性,隐含情绪,委屈,1
20527,然而，在我已经完整解释清楚、证明正规的前提下，学妹没有提前告知、没有经过我任何同意， 直接把我的私人微信界面原封不动、不打码，发进我们学校的400人新生大群1群（见图2）…（我不在这个群） 事后是我上面的负责人在我们的新生3群里为我撑腰（图3、4、5），我才知道她挂了我这件事，我真的很力竭啊…你有什么事为什么不能当面和我说，你要把我挂群里，后头我的负责人加上她好友，跟她说她这样不太好，她才来向我道歉，还说她不知道这个是挂人，只是担心这是骗局，想多问问学长学姐确认真实性…[呃R]事后又在大群一群里公开向我道歉（见图14）事到如今我也是真的很没招了，自从卖校园卡以来被无数学弟学妹当成骗子…而且有时候加上他们的时候给学弟学妹发了自己的专业班级姓名，对方却不说自己是叫什么名字，学姐好歹也是你们的学姐啊…一点大学的社交礼仪也不懂…还有前几天耐心回答一个学妹的问题，学妹还夸我是宝藏学姐…结果第二天问她校园卡的事情就冷暴力我到现在…真是没招了学姐只是卖个校园卡不是骗子#校园卡#大学生#社交礼仪#校园卡办理#民间招生办#别惹大学生#大学生兼职,1,负面,0,中性,显性情绪,,1
11717,回复：想逃 但是又不想走到报警那步,1,负面,0,中性,显性情绪,,1
2810,好快啊这就过去了,1,负面,0,中性,显性情绪,,0
69928,可不是么 虽然每个人都能说话 但是没有一个是真正玩的好的 因为她们也有自己玩的好的 所以又感觉自己没朋友,0,中性,1,负面,中性,中性,0
23915,原神才玩九分钟，知足吧，原神光打开就得七八分钟了,1,负面,0,中性,隐含情绪,自卑,0
36984,能不能给点建议,0,中性,0,中性,中性,中性,1
54382,我们家不这样，那些是穷的家庭,0,中性,0,中性,中性,中性,1
25101,如果要概括，我只能说我的父母不是称职的,1,负面,0,中性,隐含情绪,委屈,1
70541,1. 通过冷暴力制造内疚感 被沉默的人通常会觉得自己做错了什么，开始反思并试图修复关系，而施加者则通过这一行为掌控局面,0,中性,1,负面,中性,中性,1
26116,评论都是让她搬离父母的，她不一定会搬,1,负面,0,中性,隐含情绪,委屈,1
10435,3.听一个朋友说的故事：她的一个朋友结婚后，她的父母就跟她说没事就不用总回娘家了，过年的时候她想回去她的父母也说不用回来了，还说家里的房子以后就留给哥哥了，你是女儿嫁人了就不再属于这个家,1,负面,0,中性,显性情绪,,1
37674,其实我不太打算在北京就业,0,中性,1,负面,中性,中性,1
23740,我的想法是，反正最后都冲不起来，还不如开始争取点时间,1,负面,1,负面,隐含情绪,自卑/正面,0
26738,非常同意，我朋友给我妆造出片了，但是把原片（虽然也很好看）在我发朋友圈前发了她的社交软件，发在QQ的时候没问我，发在微信之前当面问我了，但我不好意思拒绝也算了,1,负面,0,中性,隐含情绪,焦虑,0
183,一个人就一个人 其实一个人很爽 价值观不同就不用再一起玩了 硬在一起玩也是消耗你自己,1,负面,1,负面,显性情绪,,0
37574,无所谓了，就这样吧,0,中性,0,中性,中性,中性,1
41771,回复：同道中人,0,中性,0,中性,中性,中性,1
14592,@🌸,1,负面,0,中性,显性情绪,,0
3994,比较是偷走幸福的小偷，是这样子的,1,负面,1,负面,显性情绪,,1
11244,我应该是要放弃追求和谐原生家庭哈哈 跑得远远的当个不孝女算了,1,负面,1,负面,显性情绪,,1
58462,20多年教龄高中老师忍不住给你点个赞,0,中性,0,中性,中性,中性,0
855,确实啊，哪像你从小到大没吃饱,1,负面,0,中性,显性情绪,,1
72651,我也是关注到他俩室友其实一开始都挺考虑他的,0,中性,0,中性,中性,中性,1
26439,加上我性格内向敏感，在学校大多时间独处，人际关系不好还有老师针对,1,负面,0,中性,隐含情绪,焦虑,1
2378,: 上了初一真的难,1,负面,0,中性,显性情绪,,1
4144,一样[泪崩R]高考还不错毁在志愿了,1,负面,1,负面,显性情绪,,1
10719,规训的同时又存在着各种不公平，不断的引发矛盾，对立愈演愈烈,1,负面,0,中性,显性情绪,,1
10999,低精力人真的被折磨下来只想死,1,负面,0,中性,显性情绪,,1
8847,慕名去搜了真的不对劲而且评论区风向也很可怕啊,1,负面,1,负面,显性情绪,,1
4013,天哪，姐妹，你这个分数挺好的了呀,1,负面,2,正面,显性情绪,,0
66954,我高二也是有很明显的躁郁症症状,0,中性,1,负面,中性,中性,0
35613,回复：春春下次来我们学校好不好,0,中性,0,中性,中性,中性,1
3733,回复：当时觉得它的腿细长细长的 好好玩 就拍下来了哈哈,1,负面,0,中性,显性情绪,,0
16259,这妈妈不是一般人，付出的太多了,1,负面,1,负面,显性情绪,,0
23975,多数家长的错误管教，都是在加重孩子的内耗,1,负面,0,中性,隐含情绪,焦虑,1
29326,也试了耳罩，3号戴着箍脑门，5号太夹头（后来在宽物体上戴了一段时间有改善），又买了1号，平躺戴着没啥不适感,0,中性,0,中性,中性,中性,1
24704,回复：后山满了,1,负面,0,中性,隐含情绪,自卑,0
53319,像布石✖️石剪cp,0,中性,0,中性,中性,中性,1
46676,” 区别在于： 前者是对“网友”和抽象舆论道歉,0,中性,0,中性,中性,中性,1
71294,下面给你一套简单、能落地、不尴尬的度过方法,0,中性,0,中性,中性,中性,1
1378,喔~原来如此,1,负面,0,中性,显性情绪,,0
9347,这个怎么样呀，可以留吗,1,负面,1,负面,显性情绪,,0
18416,回复：一模一样妈呀 给我都整内耗了,1,负面,1,负面,显性情绪,,1
45179,单纯交流，没有吐槽老师意思,0,中性,0,中性,中性,中性,1
49693,回复：我就是大连的我还去哪看,0,中性,0,中性,中性,中性,1
32705,1.网友红领巾老师介绍：网友红领巾老师的视频解析在小破站，粉丝260w+，有很多季模考的复盘、建议先做题再听讲解,0,中性,0,中性,中性,中性,1
20899,今早上我忘了没带钥匙，同事连门都不开，我等了1个多小时，9点半他们才来……我的直属领导告诉我她没办法了……,1,负面,1,负面,显性情绪,,0
55559,原生家庭的控制分很多种，不让读是一种，读了之后提高价值更好的卖命也是一种,0,中性,1,负面,中性,中性,0
58262,我时常认为“为了孩子不离婚”“离婚没那么简单”这样的说辞，只是不愿承认自己内心的怯懦以及逃避面对现实的遮羞布,0,中性,1,负面,中性,中性,0
15849,回复：太对了，我简直是我家的炸药包，表面上看谁也不敢惹我，其实在我这里所有人都在惹我,1,负面,1,负面,显性情绪,,0
4792,我很喜欢上学，甚至很喜欢考试，因为做卷子有标准答案，考试做对了就能拿高分，成绩好了周围所有人都会对你友好，非常有正反馈,1,负面,1,负面,显性情绪,,0
37116,在上班，查分的时候在厕所偷偷查的,0,中性,0,中性,中性,中性,1
40503,回复：有没有可能学生已经忍很久了，今天第一次开口,0,中性,0,中性,中性,中性,1
17370,让其他同学眼红被选中的“幸运儿”，把师生矛盾转移到学生内部 4.没眼缘,1,负面,0,中性,显性情绪,,1
26716,我室友里不会有同门，因为我导今年只收了我一个,1,负面,0,中性,隐含情绪,委屈,0
64800,回复：教资如奶油般化开,0,中性,0,中性,中性,中性,1
36960,回复：就是登录查的 其实会早放出来,0,中性,0,中性,中性,中性,1
24278,小组作业水在里面不会被说吗,1,负面,0,中性,隐含情绪,委屈,0
17165,我也是江苏的 我们这边还是苏北 说实话 都说江苏这边是教育大省 但是实际上只有感觉只有苏南那边人家那边真的就是有学习 然后也有一些研学什么的 我们苏北这边反正我们学校虽然说是也是重点高中 但是真的就是压缩的很紧 感觉每周都在考试 我们已经一轮复习四十几天了 暑假等于没有 但是每天我感觉时间不够 我本开基础不好 破学校 天天压榨我们 然后我个人心态不好 容易内耗焦虑,1,负面,0,中性,显性情绪,,1
72459,全员被迫妄想受害者,0,中性,0,中性,中性,中性,1
25341,跟父母说生了孩子养育他是父母应尽的义务，不养还犯法呢，或者直接养老警告（这样很不好但是对于这种父母不算过分）,1,负面,0,中性,隐含情绪,委屈,0
72148,因为这个人对你一直都很好，然后你俩经常推心置腹最后就告诉你这个谁谁不好那个谁谁不好，你觉得这个人特别特别为你好，而且觉得你俩是好盆友，得跟人家站一起，结果没想到最后就是这个人带头孤立你,0,中性,1,负面,中性,中性,0
16206,🥺💖💖💖我一直有想鸭脖和爸爸除了黑眼圈其他的相似度有点低呢www可能是遗传妈妈比较多👍,1,负面,0,中性,显性情绪,,0
30852,我懂，我就是这么过来的_(:з)∠)_,0,中性,0,中性,中性,中性,1
8198,中关村的教育是不是真的要抛弃普娃了😭,1,负面,0,中性,显性情绪,,1
25368,回想起这段记忆，越发的觉得羞愧，觉得小时候都虚荣心对不起父母，明明他们一直努力工作，卖力的做生意，给我提供更好的环境和和生活,2,正面,1,负面,隐含情绪,正面,0
53276,回复：干得好👍,0,中性,0,中性,中性,中性,0
54762,智者看山是山，愚者指沙作岳,0,中性,0,中性,中性,中性,1
29089,在宿舍打电话还要被蛐蛐电话内容,0,中性,1,负面,中性,中性,0
9198,不行，我个人比较注重隐私，我不能接受任何人查看我手机,1,负面,1,负面,显性情绪,,0
9545,你妈妈和我妈妈说的话基本上一模一样什么“林黛玉”，“你太敏感了”，“我说什么都是错的”,1,负面,1,负面,显性情绪,,1
53203,” “你看看爸妈对你多好，鸡腿一直都是你吃，以后要孝顺爸妈,0,中性,0,中性,中性,中性,0
24438,你要相信你难别人也难，至于那些能做出来的，本来你们也不在一个竞争赛道呀,1,负面,0,中性,隐含情绪,自卑,0
18268,我家的当时就骂后面的孩子然后他自己也一直哭唧唧的，我说别人没有推你，他不听，我说你冷静下来我再跟你好好说,1,负面,1,负面,显性情绪,,0
23301,反正我是没学，这个也看周围人都学不学吧，如果以后孩子能自己努力学，也能学好，我就是跟着学校学到这样的,2,正面,2,正面,隐含情绪,正面,1
68103,individual contributor ?,0,中性,0,中性,中性,中性,1
23429,回复：会看学历，但我面试的企业真不怎么看我啥学校毕业的,1,负面,1,负面,隐含情绪,焦虑,0
25416,主要是现在兼职也难找，又要上课又要兼职时间不好分开毕业都找不到工作兼职更是难,1,负面,0,中性,隐含情绪,委屈,1
21100,回复：是啊，这明显就是不派活，不重视，边缘化,1,负面,0,中性,显性情绪,,1
60952,加一加一，是叠加态,0,中性,0,中性,中性,中性,1
62969,这款软件底层逻辑设计的很科学合理，而且老师在育儿和引导孩子积极性上给予了很大的启发，特别是沐一老师坚持每天听取孩子的阅读并给予鼓励，情绪价值拉满，孩子的主动性比较高，为老师和田博士点赞👍👍👍,0,中性,1,负面,中性,中性,0
72595,我觉得糟心小孩的家长也不咋样,0,中性,0,中性,中性,中性,0
72173,回复：求求万能的网友帮我找一下这张图，我很久之前的微信头像，找不到了,0,中性,1,负面,中性,中性,1
49243,班上前10的孩子都在补，只有他不补,0,中性,0,中性,中性,中性,0
26196,80后受过良好教育的父母，不会是大部分这样的,1,负面,0,中性,隐含情绪,委屈,0
54044,回复：是这样的，但我爹妈会嫌弃我考不进体制内，我真的想笑,0,中性,1,负面,中性,中性,0
27240,[亲一个R],0,中性,0,中性,中性,中性,1
19940,我很感同身受，初中时候我过的就是这种水深火热的生活，能感觉到身边的人一个个开始打量自己，上课时不自觉关注自己，这种感觉真的很难受，像是被所有人监视，一举一动都被关注，有时候还会对自己的行为做出评判，下课后或是私下里都会被议论，甚至可能会扭曲事实，造谣说出一些东西，例如插别人队，骂别人之类的，但这些其实听起来挺可笑的，那个时候身边一些从熟络变得冷漠，到最后厌恶自己，开始在私下里对自己谩骂，但自己却不知道怎么了，不明白大家为什么讨厌自己，我私下里反思过，或许是因为自己的内向，当别人对自己攻击谩骂，我不知道怎么回应，只能无措，到最后变得更加封闭，不怎么跟人聊天说话，无意间有听到同学觉得自己不尊重对方,1,负面,0,中性,显性情绪,,1
36217,仰仗所有网友的功劳,0,中性,0,中性,中性,中性,1
52382,整体来看，你的配置亮点在于摄像头模组，屏幕也属于不错的水平，日常使用完全没问题,0,中性,0,中性,中性,中性,0
22870,还有九天高考，语法考点和作文不太熟，总分大概在110左右，想努努力多分析分析高考题，然后其他题保持一下手感，背背作文语料，高考有机会冲到120+吗,1,负面,1,负面,隐含情绪,焦虑/正面,0
59512,明明刚从飞机落地那天还不是这么说的,0,中性,0,中性,中性,中性,1
68554,通过贬低和伤害他人，他们试图获得一种虚假的力量感和控制感，转移对自己弱点的注意力，或证明自己不是“最底层”的,0,中性,1,负面,中性,中性,0
60429,喂鸡用的那种水桶很好用,0,中性,0,中性,中性,中性,0
59930,带回家了，还不乐意分开，硬要挤在一个箱子里,0,中性,1,负面,中性,中性,1
26442,回复：那会不会因为放飞自我成绩下滑啊,1,负面,0,中性,隐含情绪,焦虑,1
56274,每个人都在自己的家庭系统里，找到了一个当时唯一能活下去的位置,0,中性,0,中性,中性,中性,1
16488,Hyrox抖音官方直播在张继科比赛说张继科发力动作不对，动作不标准，当然这也没什么，即使这样张继科也完成了他的所有项目，本来就是跨界，粉丝也无所谓说他是不是那么标准，但是主播还在这个过程中带有主观偏见的发表张继科什么裸考，没准备划水，继而说张继科应该参加麻将比赛和参加综艺节目，综艺节目不需要流汗这样带有污蔑侮辱的语气,1,负面,0,中性,显性情绪,,1
2511,哈哈哈彬，我做大题的时候一边胡写一边微笑，人在无语的时候真的会笑,1,负面,1,负面,显性情绪,,0
15672,我变了，她也变了…我喜欢看小说，但我只会在所有功课都完成后稍微放纵一下自己，我喜欢看耽美，仅仅是羡慕他们有人爱，我喜欢，也向往……却被骂变态、不要脸、有病、神经病…可我又有设么错,1,负面,1,负面,显性情绪,,1
60424,回复：四五天完全不用 我家3只猫,0,中性,0,中性,中性,中性,1
26659,以前老师体罚学生校园#体罚教育 #猫meme小剧场,1,负面,0,中性,隐含情绪,委屈,1
55672,从小强势的妈懦弱的爸 被管控的根本没有主体性 就现在自己家教可以赚钱了 存了点小钱 钱方面不用靠她们了 才慢慢开始培养自己的主体性,0,中性,1,负面,中性,中性,0
22020,我旅不起游，换不起手机，拿不出材料，也收不到钱，还得给比我过的好的同学们审材料,1,负面,0,中性,隐含情绪,自卑,1
57127,甚至没有他微信,0,中性,0,中性,中性,中性,1
26106,回复：所以父母把资源不留给子女也是正常的,1,负面,0,中性,隐含情绪,委屈,0
63439,评论区关注点：大家讨论最多的是孩子很自立、家庭氛围好，也有人关心怎么培养孩子自主性、上课安排、学习工具、家务习惯，以及家里一些物品信息,0,中性,1,负面,中性,中性,1
8415,一般孩子确诊自闭症都是3岁左右，我家大宝比弟弟大4岁，这个时候其实已经上一年级了,1,负面,0,中性,显性情绪,,0
42991,国网路过，不收手机但是不让出去,0,中性,1,负面,中性,中性,1
20603,关键是就算说忙，却有大把时间忙自己的爱好或者什么事情，可以周末一天出去玩不理我，不可以花几秒钟回我一条消息,1,负面,1,负面,显性情绪,,1
15535,人注定死亡，而死亡注定承受痛苦，因此我认为生命的喜乐在最开始就是负数，从这个方面反而是有仇才对,1,负面,1,负面,显性情绪,,1
9841,真的，我刚上大学那会儿，对于别人的恶意和针对根本反应不过来，我甚至不认为那是恶意，因为我家里人都是这么对我的，被狠狠霸凌之后才开始知道那些事情是恶意自己会觉得不舒服，以前的很多认知是不对的你就说我恨不恨吧,1,负面,1,负面,显性情绪,,1
24099,另一个孩子现在几乎每天都被老师叫到班级后面罚站,1,负面,0,中性,隐含情绪,委屈,1
851,这些交通工具的活动密度不比宿舍大吗,1,负面,0,中性,显性情绪,,0
25220,你选择用一种更理性的态度去审视这份关系，接纳父母的不完美，也接纳自己内心的矛盾情绪,1,负面,0,中性,隐含情绪,委屈,0
25350,如果被母亲说“你就是不会投胎”该怎么回,1,负面,0,中性,隐含情绪,委屈,1
23898,比我预想的要好很多，质量很好，也好安装，推荐,1,负面,0,中性,隐含情绪,自卑,0
26709,有一个分开了一个月，她已经交到了好朋友，完全融入不了了,1,负面,0,中性,隐含情绪,孤独,1
6421,老师您好，北京贯通看报道在樱花园，那住宿还有可能是去芍药居吗😭,1,负面,0,中性,显性情绪,,0
9280,回复：我没玩过啊，是看到这个视频里的内容,1,负面,0,中性,显性情绪,,0
16453,心急则味散,1,负面,1,负面,显性情绪,,0
2694,回复：确实还可以惹就是比三模低太多意难平，但抛开分数看排名还是差了不少,1,负面,1,负面,显性情绪,,0
2628,基础学成这个鬼样子考92还有希望吗😭,1,负面,1,负面,显性情绪,,1
70123,回复：道不同不相为谋，我男生性格内向，当时作息和他们完全不一样,0,中性,0,中性,中性,中性,1
8169,回复：我打了一个字，100+,1,负面,0,中性,显性情绪,,0
66879,支持活动,0,中性,0,中性,中性,中性,0
26456,我遇到过，家长说要让我死，还发了语音来，我至今保留文字,1,负面,0,中性,隐含情绪,焦虑,1
34051,从实用主义哲学的角度补充一下 杜威在提出思考的本质是解决问题的探究过程：个体的独自思考是探究的起点，但只有通过与他人的交流、讨论、验证，才能修正偏见、完善结论,0,中性,1,负面,中性,中性,1
38757,我觉得工作比读书苦,0,中性,0,中性,中性,中性,1
7667,回复：谢谢，可是时间真的有点来不及，好像一切都不能按我如愿也不能我怎么舒服怎么来,1,负面,1,负面,显性情绪,,1
25232,是的还足够尊重，但是父母不是这样的，他们能轻易的说出滚出我家，有本事一辈子别找我们，只会把情绪发泄在我们身上，总认为他们高我们一等，总是不尊重我们，只是不愿意承认，因为承认在他们眼中就等于自己在孩子眼里地位的下降,1,负面,0,中性,隐含情绪,委屈,1
35351,回复：我们不会公开贫困生信息,0,中性,0,中性,中性,中性,1
15198,回复：我觉得你对,1,负面,0,中性,显性情绪,,0
917,完全是这样的😭😭😭,1,负面,0,中性,显性情绪,,1
24743,我们都一直在往外掏钱，弄的我和我老公因为这种事吵架,1,负面,1,负面,隐含情绪,焦虑,1
26772,反之，那她们就会说你不及时发消息，快截止了才发，导致时间不够,1,负面,0,中性,隐含情绪,焦虑,1
14632,呜呜呜呜呜呜呜,1,负面,1,负面,显性情绪,,1
1203,唉但我这个分太尴尬了,1,负面,1,负面,显性情绪,,1
70978,回复：把他拉黑，赶紧跑姐妹，过一阵子他血包没了还会回吸的,0,中性,0,中性,中性,中性,0
8010,回复：等孩子长大了拧螺丝都机器人了,1,负面,0,中性,显性情绪,,1
22109,但耳罩的舒适程度是远比不上头戴式耳机的,1,负面,0,中性,隐含情绪,自卑,0
3937,回复：我是英语，英语比平时低了二十多分,1,负面,0,中性,显性情绪,,1
6637,在这个特别的日子里，祝愿所有帅气宝爸： 年年顺遂🏮 好运连连😉 职场一路开挂🚀 钱包鼓鼓💰 活力满满💪 颜值爆表😎 父亲节快乐,1,负面,1,负面,显性情绪,,0
55798,你还能锁房间，我甚至锁不了不让,0,中性,1,负面,中性,中性,0
22010,太佩服高中的自己了，有当时那个环境和毅力，现在考研肯定上岸了,2,正面,1,负面,隐含情绪,正面,1
73209,回复：我忘记来小红书看了我也是 不想看见那群人 她们其中有六个跟我同校 有一个还同班同宿舍,0,中性,0,中性,中性,中性,0
68662,纠结了很久，我决定遵从自己的内心，把她从我的世界里抹去，就像这个题主说的，头一天还好好的，第二天我就再也没有回过她一句话，就这么断崖了，现在看断的有点迟了，应该察觉到不舒服的时候就渐行渐远的,0,中性,2,正面,中性,中性,0
